_id,Term,FirstName,LastName,Committee,MTGNum,SessionDate,SessionType,SessionStart_EndTime,Present
613380,2018-2022,Frances,Nunziata,Etobicoke York Community Council,2,2019-01-15,Morning,09:30AM - 11:08AM,Y
613381,2018-2022,Anthony,Perruzza,Etobicoke York Community Council,2,2019-01-15,Morning,09:30AM - 11:08AM,Y
613382,2018-2022,Shelley,Carroll,North York Community Council,2,2019-01-15,Morning,09:32AM - 12:29PM,Y
613383,2018-2022,Mike,Colle,North York Community Council,2,2019-01-15,Morning,09:32AM - 12:29PM,Y
613384,2018-2022,John,Filion,North York Community Council,2,2019-01-15,Morning,09:32AM - 12:29PM,Y
613385,2018-2022,Denzil,Minnan-Wong,North York Community Council,2,2019-01-15,Morning,09:32AM - 12:29PM,Y
613386,2018-2022,James,Pasternak,North York Community Council,2,2019-01-15,Morning,09:32AM - 12:29PM,Y
613387,2018-2022,Jaye,Robinson,North York Community Council,2,2019-01-15,Morning,09:32AM - 12:29PM,Y
613388,2018-2022,Paul,Ainslie,Scarborough Community Council,2,2019-01-15,Morning,09:35AM - 11:54AM,Y
613389,2018-2022,Gary,Crawford,Scarborough Community Council,2,2019-01-15,Morning,09:35AM - 11:54AM,Y
613390,2018-2022,Jim,Karygiannis,Scarborough Community Council,2,2019-01-15,Morning,09:35AM - 11:54AM,Y
613391,2018-2022,Cynthia,Lai,Scarborough Community Council,2,2019-01-15,Morning,09:35AM - 11:54AM,Y
613392,2018-2022,Jennifer,McKelvie,Scarborough Community Council,2,2019-01-15,Morning,09:35AM - 11:54AM,Y
613393,2018-2022,Michael,Thompson,Scarborough Community Council,2,2019-01-15,Morning,09:35AM - 11:54AM,Y
613394,2018-2022,Ana,Bailão,Toronto and East York Community Council,2,2019-01-15,Morning,09:38AM - 11:24AM,Y
613395,2018-2022,Brad,Bradford,Toronto and East York Community Council,2,2019-01-15,Morning,09:38AM - 11:24AM,Y
613396,2018-2022,Joe,Cressy,Toronto and East York Community Council,2,2019-01-15,Morning,09:38AM - 11:24AM,Y
613397,2018-2022,Paula,Fletcher,Toronto and East York Community Council,2,2019-01-15,Morning,09:38AM - 11:24AM,Y
613398,2018-2022,Mike,Layton,Toronto and East York Community Council,2,2019-01-15,Morning,09:38AM - 11:24AM,Y
613399,2018-2022,Josh,Matlow,Toronto and East York Community Council,2,2019-01-15,Morning,09:38AM - 11:24AM,Y
613400,2018-2022,Gord,Perks,Toronto and East York Community Council,2,2019-01-15,Morning,09:38AM - 11:24AM,Y
613401,2018-2022,Kristyn,Wong-Tam,Toronto and East York Community Council,2,2019-01-15,Morning,09:38AM - 11:24AM,Y
613402,2018-2022,Shelley,Carroll,Economic and Community Development Committee ,1,2019-01-16,Morning,11:32AM - 13:19PM,Y
613403,2018-2022,Joe,Cressy,Economic and Community Development Committee ,1,2019-01-16,Morning,11:32AM - 13:19PM,Y
613404,2018-2022,Michael,Ford,Economic and Community Development Committee ,1,2019-01-16,Morning,11:32AM - 13:19PM,Y
613405,2018-2022,Mark,Grimes,Economic and Community Development Committee ,1,2019-01-16,Morning,11:32AM - 13:19PM,Y
613406,2018-2022,Cynthia,Lai,Economic and Community Development Committee ,1,2019-01-16,Morning,11:32AM - 13:19PM,Y
613407,2018-2022,Michael,Thompson,Economic and Community Development Committee ,1,2019-01-16,Morning,11:32AM - 13:19PM,Y
613408,2018-2022,Mike,Colle,Infrastructure and Environment Committee,1,2019-01-17,Morning,09:37AM - 11:33AM,Y
613409,2018-2022,Mike,Layton,Infrastructure and Environment Committee,1,2019-01-17,Morning,09:37AM - 11:33AM,Y
613410,2018-2022,Jennifer,McKelvie,Infrastructure and Environment Committee,1,2019-01-17,Morning,09:37AM - 11:33AM,Y
613411,2018-2022,Denzil,Minnan-Wong,Infrastructure and Environment Committee,1,2019-01-17,Morning,09:37AM - 11:33AM,Y
613412,2018-2022,James,Pasternak,Infrastructure and Environment Committee,1,2019-01-17,Morning,09:37AM - 11:33AM,Y
613413,2018-2022,Anthony,Perruzza,Infrastructure and Environment Committee,1,2019-01-17,Morning,09:37AM - 11:33AM,Y
613414,2018-2022,Gary,Crawford,Board of Directors of TO Live,1,2019-01-18,Afternoon,12:33PM - 13:04PM,Y
613415,2018-2022,John,Filion,Board of Directors of TO Live,1,2019-01-18,Afternoon,12:33PM - 13:04PM,Y
613416,2018-2022,Paula,Fletcher,Board of Directors of TO Live,1,2019-01-18,Afternoon,12:33PM - 13:04PM,Y
613417,2018-2022,Gary,Crawford,Board of Directors of TO Live,1,2019-01-18,Afternoon,13:05PM - 14:37PM,Y
613418,2018-2022,John,Filion,Board of Directors of TO Live,1,2019-01-18,Afternoon,13:05PM - 14:37PM,Y
613419,2018-2022,Paula,Fletcher,Board of Directors of TO Live,1,2019-01-18,Afternoon,13:05PM - 14:37PM,Y
613420,2018-2022,Gary,Crawford,Board of Directors of TO Live,1,2019-01-18,Afternoon,14:37PM - 14:44PM,Y
613421,2018-2022,John,Filion,Board of Directors of TO Live,1,2019-01-18,Afternoon,14:37PM - 14:44PM,Y
613422,2018-2022,Paula,Fletcher,Board of Directors of TO Live,1,2019-01-18,Afternoon,14:37PM - 14:44PM,Y
613423,2018-2022,Gary,Crawford,Board of Directors of TO Live,1,2019-01-18,Afternoon,14:45PM - 15:01PM,Y
613424,2018-2022,John,Filion,Board of Directors of TO Live,1,2019-01-18,Afternoon,14:45PM - 15:01PM,Y
613425,2018-2022,Paula,Fletcher,Board of Directors of TO Live,1,2019-01-18,Afternoon,14:45PM - 15:01PM,Y
613426,2018-2022,Gary,Crawford,Board of Directors of TO Live,1,2019-01-18,Afternoon,15:01PM - 15:02PM,Y
613427,2018-2022,John,Filion,Board of Directors of TO Live,1,2019-01-18,Afternoon,15:01PM - 15:02PM,Y
613428,2018-2022,Paula,Fletcher,Board of Directors of TO Live,1,2019-01-18,Afternoon,15:01PM - 15:02PM,Y
613429,2018-2022,Gary,Crawford,Civic Appointments Committee,2,2019-01-21,Morning,09:06AM - 09:08AM,Y
613430,2018-2022,Cynthia,Lai,Civic Appointments Committee,2,2019-01-21,Morning,09:06AM - 09:08AM,Y
613431,2018-2022,Mike,Layton,Civic Appointments Committee,2,2019-01-21,Morning,09:06AM - 09:08AM,N
613432,2018-2022,Denzil,Minnan-Wong,Civic Appointments Committee,2,2019-01-21,Morning,09:06AM - 09:08AM,Y
613433,2018-2022,Frances,Nunziata,Civic Appointments Committee,2,2019-01-21,Morning,09:06AM - 09:08AM,N
613434,2018-2022,Gary,Crawford,Civic Appointments Committee,2,2019-01-21,Morning,09:09AM - 12:41PM,Y
613435,2018-2022,Cynthia,Lai,Civic Appointments Committee,2,2019-01-21,Morning,09:09AM - 12:41PM,Y
613436,2018-2022,Mike,Layton,Civic Appointments Committee,2,2019-01-21,Morning,09:09AM - 12:41PM,Y
613437,2018-2022,Denzil,Minnan-Wong,Civic Appointments Committee,2,2019-01-21,Morning,09:09AM - 12:41PM,Y
613438,2018-2022,Frances,Nunziata,Civic Appointments Committee,2,2019-01-21,Morning,09:09AM - 12:41PM,Y
613439,2018-2022,Mike,Layton,Toronto Preservation Board,2,2019-01-21,Morning,09:30AM - 11:15AM,N
613440,2018-2022,Mike,Layton,Toronto Preservation Board,2,2019-01-21,Morning,11:25AM - 12:57PM,N
613441,2018-2022,Gary,Crawford,Civic Appointments Committee,2,2019-01-21,Morning,12:42PM - 12:44PM,Y
613442,2018-2022,Cynthia,Lai,Civic Appointments Committee,2,2019-01-21,Morning,12:42PM - 12:44PM,Y
613443,2018-2022,Mike,Layton,Civic Appointments Committee,2,2019-01-21,Morning,12:42PM - 12:44PM,Y
613444,2018-2022,Denzil,Minnan-Wong,Civic Appointments Committee,2,2019-01-21,Morning,12:42PM - 12:44PM,Y
613445,2018-2022,Frances,Nunziata,Civic Appointments Committee,2,2019-01-21,Morning,12:42PM - 12:44PM,Y
613446,2018-2022,Mike,Layton,Toronto Preservation Board,2,2019-01-21,Afternoon,12:57PM - 13:30PM,Y
613447,2018-2022,Joe,Cressy,Board of Health,1,2019-01-21,Afternoon,13:15PM(Roll Call),Y
613448,2018-2022,Cynthia,Lai,Board of Health,1,2019-01-21,Afternoon,13:15PM(Roll Call),Y
613449,2018-2022,Mike,Layton,Board of Health,1,2019-01-21,Afternoon,13:15PM(Roll Call),Y
613450,2018-2022,Gord,Perks,Board of Health,1,2019-01-21,Afternoon,13:15PM(Roll Call),Y
613451,2018-2022,Kristyn,Wong-Tam,Board of Health,1,2019-01-21,Afternoon,13:15PM(Roll Call),Y
613452,2018-2022,Mike,Layton,Toronto Preservation Board,2,2019-01-21,Afternoon,13:30PM - 13:35PM,Y
613453,2018-2022,Gary,Crawford,Civic Appointments Committee,2,2019-01-21,Afternoon,14:10PM - 14:11PM,Y
613454,2018-2022,Cynthia,Lai,Civic Appointments Committee,2,2019-01-21,Afternoon,14:10PM - 14:11PM,Y
613455,2018-2022,Mike,Layton,Civic Appointments Committee,2,2019-01-21,Afternoon,14:10PM - 14:11PM,Y
613456,2018-2022,Denzil,Minnan-Wong,Civic Appointments Committee,2,2019-01-21,Afternoon,14:10PM - 14:11PM,Y
613457,2018-2022,Frances,Nunziata,Civic Appointments Committee,2,2019-01-21,Afternoon,14:10PM - 14:11PM,Y
613458,2018-2022,Gary,Crawford,Civic Appointments Committee,2,2019-01-21,Afternoon,14:12PM - 18:10PM,Y
613459,2018-2022,Cynthia,Lai,Civic Appointments Committee,2,2019-01-21,Afternoon,14:12PM - 18:10PM,Y
613460,2018-2022,Mike,Layton,Civic Appointments Committee,2,2019-01-21,Afternoon,14:12PM - 18:10PM,Y
613461,2018-2022,Denzil,Minnan-Wong,Civic Appointments Committee,2,2019-01-21,Afternoon,14:12PM - 18:10PM,Y
613462,2018-2022,Frances,Nunziata,Civic Appointments Committee,2,2019-01-21,Afternoon,14:12PM - 18:10PM,Y
613463,2018-2022,Gary,Crawford,Civic Appointments Committee,2,2019-01-21,Afternoon,18:11PM - 18:12PM,Y
613464,2018-2022,Cynthia,Lai,Civic Appointments Committee,2,2019-01-21,Afternoon,18:11PM - 18:12PM,Y
613465,2018-2022,Mike,Layton,Civic Appointments Committee,2,2019-01-21,Afternoon,18:11PM - 18:12PM,Y
613466,2018-2022,Denzil,Minnan-Wong,Civic Appointments Committee,2,2019-01-21,Afternoon,18:11PM - 18:12PM,Y
613467,2018-2022,Frances,Nunziata,Civic Appointments Committee,2,2019-01-21,Afternoon,18:11PM - 18:12PM,Y
613468,2018-2022,Ana,Bailão,Planning and Housing Committee,1,2019-01-22,Morning,09:40AM - 11:21AM,Y
613469,2018-2022,Brad,Bradford,Planning and Housing Committee,1,2019-01-22,Morning,09:40AM - 11:21AM,Y
613470,2018-2022,Paula,Fletcher,Planning and Housing Committee,1,2019-01-22,Morning,09:40AM - 11:21AM,Y
613471,2018-2022,Gord,Perks,Planning and Housing Committee,1,2019-01-22,Morning,09:40AM - 11:21AM,Y
613472,2018-2022,Jaye,Robinson,Planning and Housing Committee,1,2019-01-22,Morning,09:40AM - 11:21AM,Y
613473,2018-2022,Kristyn,Wong-Tam,Planning and Housing Committee,1,2019-01-22,Morning,09:40AM - 11:21AM,Y
613474,2018-2022,Paul,Ainslie,Executive Committee,1,2019-01-23,Morning,09:34AM - 12:27PM,Y
613475,2018-2022,Ana,Bailão,Executive Committee,1,2019-01-23,Morning,09:34AM - 12:27PM,Y
613476,2018-2022,Gary,Crawford,Executive Committee,1,2019-01-23,Morning,09:34AM - 12:27PM,Y
613477,2018-2022,Denzil,Minnan-Wong,Executive Committee,1,2019-01-23,Morning,09:34AM - 12:27PM,Y
613478,2018-2022,Frances,Nunziata,Executive Committee,1,2019-01-23,Morning,09:34AM - 12:27PM,Y
613479,2018-2022,James,Pasternak,Executive Committee,1,2019-01-23,Morning,09:34AM - 12:27PM,Y
613480,2018-2022,Michael,Thompson,Executive Committee,1,2019-01-23,Morning,09:34AM - 12:27PM,Y
613481,2018-2022,John,Tory,Executive Committee,1,2019-01-23,Morning,09:34AM - 12:27PM,Y
613482,2018-2022,Paul,Ainslie,Executive Committee,1,2019-01-23,Afternoon,13:38PM - 15:17PM,Y
613483,2018-2022,Ana,Bailão,Executive Committee,1,2019-01-23,Afternoon,13:38PM - 15:17PM,Y
613484,2018-2022,Gary,Crawford,Executive Committee,1,2019-01-23,Afternoon,13:38PM - 15:17PM,Y
613485,2018-2022,Denzil,Minnan-Wong,Executive Committee,1,2019-01-23,Afternoon,13:38PM - 15:17PM,Y
613486,2018-2022,Frances,Nunziata,Executive Committee,1,2019-01-23,Afternoon,13:38PM - 15:17PM,Y
613487,2018-2022,James,Pasternak,Executive Committee,1,2019-01-23,Afternoon,13:38PM - 15:17PM,Y
613488,2018-2022,Michael,Thompson,Executive Committee,1,2019-01-23,Afternoon,13:38PM - 15:17PM,Y
613489,2018-2022,John,Tory,Executive Committee,1,2019-01-23,Afternoon,13:38PM - 15:17PM,Y
613490,2018-2022,Brad,Bradford,Budget Committee,1,2019-01-28,Morning,09:36AM - 11:32AM,Y
613491,2018-2022,Shelley,Carroll,Budget Committee,1,2019-01-28,Morning,09:36AM - 11:32AM,Y
613492,2018-2022,Gary,Crawford,Budget Committee,1,2019-01-28,Morning,09:36AM - 11:32AM,Y
613493,2018-2022,Mike,Layton,Budget Committee,1,2019-01-28,Morning,09:36AM - 11:32AM,Y
613494,2018-2022,Jennifer,McKelvie,Budget Committee,1,2019-01-28,Morning,09:36AM - 11:32AM,Y
613495,2018-2022,Frances,Nunziata,Budget Committee,1,2019-01-28,Morning,09:36AM - 11:32AM,Y
613496,2018-2022,Paul,Ainslie,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613497,2018-2022,Ana,Bailão,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613498,2018-2022,Brad,Bradford,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613499,2018-2022,Shelley,Carroll,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613500,2018-2022,Mike,Colle,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613501,2018-2022,Gary,Crawford,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613502,2018-2022,Joe,Cressy,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613503,2018-2022,John,Filion,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613504,2018-2022,Paula,Fletcher,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613505,2018-2022,Michael,Ford,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613506,2018-2022,Mark,Grimes,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613507,2018-2022,Stephen,Holyday,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613508,2018-2022,Jim,Karygiannis,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613509,2018-2022,Cynthia,Lai,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613510,2018-2022,Mike,Layton,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613511,2018-2022,Josh,Matlow,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613512,2018-2022,Jennifer,McKelvie,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613513,2018-2022,Denzil,Minnan-Wong,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613514,2018-2022,Frances,Nunziata,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613515,2018-2022,James,Pasternak,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613516,2018-2022,Gord,Perks,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613517,2018-2022,Anthony,Perruzza,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613518,2018-2022,Jaye,Robinson,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613519,2018-2022,Michael,Thompson,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613520,2018-2022,John,Tory,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613521,2018-2022,Kristyn,Wong-Tam,City Council,2,2019-01-30,Morning,09:37AM - 12:24PM,Y
613522,2018-2022,Joe,Cressy,Board of Health,2,2019-01-30,Afternoon,12:46PM - 12:51PM,Y
613523,2018-2022,Cynthia,Lai,Board of Health,2,2019-01-30,Afternoon,12:46PM - 12:51PM,Y
613524,2018-2022,Mike,Layton,Board of Health,2,2019-01-30,Afternoon,12:46PM - 12:51PM,Y
613525,2018-2022,Gord,Perks,Board of Health,2,2019-01-30,Afternoon,12:46PM - 12:51PM,Y
613526,2018-2022,Kristyn,Wong-Tam,Board of Health,2,2019-01-30,Afternoon,12:46PM - 12:51PM,Y
613527,2018-2022,Paul,Ainslie,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613528,2018-2022,Ana,Bailão,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613529,2018-2022,Brad,Bradford,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613530,2018-2022,Shelley,Carroll,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613531,2018-2022,Mike,Colle,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613532,2018-2022,Gary,Crawford,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613533,2018-2022,Joe,Cressy,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613534,2018-2022,John,Filion,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613535,2018-2022,Paula,Fletcher,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613536,2018-2022,Michael,Ford,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613537,2018-2022,Mark,Grimes,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613538,2018-2022,Stephen,Holyday,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613539,2018-2022,Jim,Karygiannis,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613540,2018-2022,Cynthia,Lai,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613541,2018-2022,Mike,Layton,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613542,2018-2022,Josh,Matlow,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613543,2018-2022,Jennifer,McKelvie,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613544,2018-2022,Denzil,Minnan-Wong,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613545,2018-2022,Frances,Nunziata,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613546,2018-2022,James,Pasternak,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613547,2018-2022,Gord,Perks,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613548,2018-2022,Anthony,Perruzza,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613549,2018-2022,Jaye,Robinson,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613550,2018-2022,Michael,Thompson,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613551,2018-2022,John,Tory,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613552,2018-2022,Kristyn,Wong-Tam,City Council,2,2019-01-30,Afternoon,14:12PM - 18:00PM,Y
613553,2018-2022,Paul,Ainslie,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613554,2018-2022,Ana,Bailão,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613555,2018-2022,Brad,Bradford,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613556,2018-2022,Shelley,Carroll,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613557,2018-2022,Mike,Colle,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613558,2018-2022,Gary,Crawford,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613559,2018-2022,Joe,Cressy,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613560,2018-2022,John,Filion,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613561,2018-2022,Paula,Fletcher,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613562,2018-2022,Michael,Ford,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613563,2018-2022,Mark,Grimes,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613564,2018-2022,Stephen,Holyday,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613565,2018-2022,Jim,Karygiannis,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613566,2018-2022,Cynthia,Lai,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613567,2018-2022,Mike,Layton,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613568,2018-2022,Josh,Matlow,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613569,2018-2022,Jennifer,McKelvie,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613570,2018-2022,Denzil,Minnan-Wong,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613571,2018-2022,Frances,Nunziata,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613572,2018-2022,James,Pasternak,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613573,2018-2022,Gord,Perks,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613574,2018-2022,Anthony,Perruzza,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,N
613575,2018-2022,Jaye,Robinson,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613576,2018-2022,Michael,Thompson,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613577,2018-2022,John,Tory,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613578,2018-2022,Kristyn,Wong-Tam,City Council,2,2019-01-31,Morning,09:40AM - 12:23PM,Y
613579,2018-2022,Paul,Ainslie,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613580,2018-2022,Ana,Bailão,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613581,2018-2022,Brad,Bradford,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613582,2018-2022,Shelley,Carroll,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613583,2018-2022,Mike,Colle,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613584,2018-2022,Gary,Crawford,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613585,2018-2022,Joe,Cressy,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613586,2018-2022,John,Filion,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613587,2018-2022,Paula,Fletcher,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613588,2018-2022,Michael,Ford,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613589,2018-2022,Mark,Grimes,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613590,2018-2022,Stephen,Holyday,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613591,2018-2022,Jim,Karygiannis,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613592,2018-2022,Cynthia,Lai,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613593,2018-2022,Mike,Layton,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613594,2018-2022,Josh,Matlow,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613595,2018-2022,Jennifer,McKelvie,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613596,2018-2022,Denzil,Minnan-Wong,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613597,2018-2022,Frances,Nunziata,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613598,2018-2022,James,Pasternak,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613599,2018-2022,Gord,Perks,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613600,2018-2022,Anthony,Perruzza,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613601,2018-2022,Jaye,Robinson,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613602,2018-2022,Michael,Thompson,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613603,2018-2022,John,Tory,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613604,2018-2022,Kristyn,Wong-Tam,City Council,2,2019-01-31,Afternoon,14:10PM - 16:26PM,Y
613605,2018-2022,Paul,Ainslie,City Council,2,2019-01-31,Afternoon,16:29PM - 16:34PM,Y
613606,2018-2022,Ana,Bailão,City Council,2,2019-01-31,Afternoon,16:29PM - 16:34PM,N
613607,2018-2022,Brad,Bradford,City Council,2,2019-01-31,Afternoon,16:29PM - 16:34PM,Y
